0,1006.2,27.3,78.3,2.7
0,1005.7,27.4,78.5,2.3
1.4,1004.2,27.4,79.4,2.5
1.2,1004,27.2,80.7,2.4
5.2,1003.6,27.2,79.5,2.5
1.4,1003.4,27.2,80.6,2.8
0,1003.5,27,80.4,3
.6,1003.7,27.1,79.6,3
.2,1003.6,27.5,74.7,2.8
2.6,1004.3,26.9,78.6,2.5
0,1004.1,27.1,77.1,2.3
.4,1003.3,26.9,79.4,2
0,1002.9,27.5,78.9,2.6
1,1002.9,27.2,82,2.7
1,1003.1,27.1,78,2.3
5.6,1002.6,25.6,87.5,2.2
10.6,1002,26,78.8,1.7
0,1002.5,26.2,79.6,1.7
.2,1003.1,26.6,82,2.1
0,1003.7,26.7,80.1,3.2
2,1003.9,26.1,85.2,1.9
15.2,1004.4,24.2,97.9,1.5
27.8,1005.2,25.6,86.5,1.7
2.8,1004.1,26.6,81.9,2.2
10.6,1002.9,26.6,84.4,2.1
0,1003.3,27.1,82.9,2.6
10.4,1004.1,25.9,91.7,2.1
10.8,1003.7,26,84.1,1.9
.8,1003.8,26.4,82.7,2
4,1004.2,25.8,88.7,2.7
16.2,1004.8,27.1,75.1,2.9
1.4,1004.2,26.2,81.7,1.8
1.2,1003.1,26.4,82.3,1.7
0,1002.7,26.5,83.3,1.7
0,1002.3,26.9,80.6,1.8
5.6,1001.8,26,88.3,2.1
7.2,1001.7,26.3,85,2
.4,1002.1,26.3,84,2.1
.4,1002.6,26.9,82.5,1.7
7.4,1002.7,25.5,97.1,1.3
28.8,1003.8,26.5,87.9,2
0,1004.2,27,82.3,1.9
0,1004.1,26.8,79.5,2.4
0,1003.4,26.7,79,1.9
7,1002.2,26.1,84,2.7
.4,1002.9,25.7,81.3,2
0,1003.3,26.5,83.2,1.7
0,1002.1,26.9,82.1,1.8
0,1000.3,26.9,83.4,2.1
0,999.7,27.2,85.8,2
0,1001.9,27.9,83,2.6
0,1002.9,27.5,84.2,3
.2,1002.9,27.1,81.8,2.7
6.2,1002.4,27.2,79,2.4
0,1002.4,26.7,78.5,2
4,1004,26.1,84.3,2.4
24,1005,25,94.5,1.5
19.6,1004.2,25.9,89.1,1.8
20.8,1003.7,25.2,95.5,1.3
6.6,1004.6,26.2,89.2,1.7
1,1005.2,26.8,88.4,2.1
22.4,1004.7,25,98.6,1.3
22,1004.1,26.1,87.9,1.8
.2,1003.3,26.5,84.4,1.8
7.4,1004,25.7,91.9,2
.8,1005.2,26.2,87.5,2.4
6.6,1005.9,26.3,87.1,2.1
0,1005,26.6,81.9,1.9
1.4,1004.3,26.5,83.3,1.7
0,1004.7,26.7,80.5,1.7
2.6,1004.7,26.2,87.1,1.6
0,1003.8,26.3,84.8,1.7
0,1002.6,26.7,83.6,2.3
0,1003.9,26.3,83.1,2.2
0,1005.2,25.8,83.5,2
0,1007.1,26.2,84.2,2.4
0,1006.7,26.5,83,2.1
0,1005.2,26.2,86.3,1.6
1.6,1004.8,26.3,86.1,1.8
4.8,1005.8,25.8,87.5,1.6
14.4,1006,24.7,92.9,1.3
38.4,1005.3,23.3,98.4,2.2
61.8,1004.2,23.6,99.2,1.8
82.2,1004.5,23.9,99,1.3
19.4,1004.8,25.8,87.5,2.2
.6,1004.3,25.6,89.4,2
42.2,1004.9,25.2,91.1,1.7
4.2,1005.1,25.7,90.3,1.9
7.8,1005.1,25.3,92.3,1.5
12,1005.5,24.6,94.2,1.4
4,1005.4,25.1,86.1,1.5
.2,1006.9,25.5,87.1,2.1
25.4,1006.7,24.8,96,2.3
53.8,1005.8,24.9,94.9,1.5
15.4,1005,25.8,90,1.8
15,1006,24.7,93.3,2.2
7.6,1007.2,24.7,91.7,2.2
2.4,1007.1,24.1,91.4,1.3
29.4,1006.4,23.9,95.5,1.7
6.4,1007.3,24.7,93,1.6
13.4,1007.8,25.2,86.5,1.7
.2,1007.5,25.2,86.9,2
1.2,1007.5,25.4,84.5,1.5
.8,1007.2,24.9,88.3,1.6
1.4,1007.3,25.1,90.5,2
7,1007.3,25.7,84.1,1.9
11.8,1006.2,24.6,90,1.8
6.4,1006.4,24.6,93.5,2.4
20.2,1006.6,24.8,87.5,1.7
3.8,1006.7,24.2,95.6,1
24.4,1007,24.2,94,1.3
8.6,1007.5,23.7,98.8,1.5
56.2,1008.1,24.6,87.2,2.2
18.6,1007.9,24.1,90,2.1
4.8,1008.1,24.3,88.6,2.7
18.6,1007.3,24.2,89,3
10.8,1007.6,23.9,91.6,1.8
18.2,1007.5,24.5,86.3,2.6
6,1007.2,23.7,91.1,2.1
15.8,1007.4,23.1,91.3,1.8
11.6,1007.3,23,96.6,1.4
16.6,1007.7,23.4,94.6,1.8
18.4,1008,24.1,90.5,2.1
17,1007,23.8,94.9,2.2
44.8,1006.4,22.6,96,1.4
6.6,1007,23.7,90.4,1.5
2,1009.2,23.4,89,1.8
5.2,1009.7,24,78.2,2.2
5.6,1007.9,23.3,93.8,1.8
39,1006.5,24.4,94.5,3
81.8,1006.2,23.6,94.8,1.3
1.4,1007,23.4,97.2,1.6
29.8,1008,24.1,89.8,1.4
.2,1006.8,24.5,88,1.5
3,1004.6,24.5,87.5,1.5
3.4,1004.8,23.9,91.8,1.3
4.4,1005,24.4,88.2,1.8
.2,1006.2,25,87,1.9
1,1008,25.1,82.9,2.2
5.4,1008.9,23.9,88.2,1.8
0,1010.3,24.3,85.8,1.8
2.8,1011.1,23.9,90.6,2
2,1011.4,24.3,81.3,2.5
4.6,1010.5,24.2,80.9,2.9
3.8,1009.9,24,85.3,2.7
6.2,1010.3,23.8,83.3,2.3
6.8,1009.7,23.5,88,2.1
2.2,1008.3,23.8,86.7,1.7
.2,1008,24,82.8,1.7
0,1008.5,24.1,86.8,1.8
2.6,1009,24.9,83.2,2.4
.6,1008.9,23.8,90.6,1.6
6.8,1010,24.3,87.5,1.8
1.8,1010.3,23.8,86.1,1.8
2.6,1009.5,24.1,88.4,1.8
3.6,1009.4,24,92,2.2
12.2,1008.8,24.1,81.7,2.3
.8,1008.3,23.3,79.3,1.4
.4,1009.9,23.5,85,1.9
4,1010.6,24.5,89.1,2.4
8.4,1010.8,23.7,91.4,2.4
3.6,1009.8,23.3,94.3,1.6
2.4,1009.2,24.1,86.4,2.2
8.4,1008.3,24,87.7,2.2
9,1007.6,23.3,94.2,2.3
10.8,1007.2,23.7,86,2
8.8,1006.8,23.6,85.3,2
7,1007.1,23.5,85.3,2
.4,1007.3,23.7,82.4,2.4
9,1007.8,24,83.8,2.4
4.6,1007.2,24,88.3,2.7
11,1006,22.7,94.8,2
5.6,1005.1,23.3,94.6,1.3
31.4,1005,23.8,91.6,2.4
.2,1004.3,24.8,89.2,2.6
1.8,1004.4,25,88.5,2.4
1.6,1004.7,24.6,89.9,2.2
0,1005,24.8,87.1,1.9
.2,1004.6,24.5,85.1,2.2
0,1003.8,24.6,85.9,2.6
0,1005,25.4,88.5,2.4
1.2,1006.9,25.8,86.2,2.2
.6,1007.9,25.7,86.5,2.2
0,1006.4,25.4,85.3,2.5
4,1006.6,25.3,87.9,2.8
0,1007.4,25.1,80.2,2.1
8.2,1007.8,24.8,87.2,2
.6,1007.8,25.1,80.8,2
2.2,1008.1,24.3,87.8,2.3
8,1008.6,25.6,81.7,3.5
.8,1007.9,24.7,83.4,2.6
25,1008.7,23,93.4,1.8
8.8,1008.4,24.7,81.6,3.3
13,1008.6,24.2,85.2,2.3
7.8,1008.5,23.5,90.5,2.4
3.8,1008.1,23.9,87.8,2.2
5.2,1007.5,24.3,88.9,2.5
3.4,1007.4,24.8,83.8,2.4
2,1006.5,23.8,93.1,1.6
5.6,1006.5,24.8,85.6,2
2,1007.8,24.5,84.9,2
.2,1007.2,25,85.3,2.6
1.8,1006.6,24.7,85.1,2.6
6.2,1005.8,24.5,93,2.8
3.8,1006.4,24.5,88.2,2.9
8,1006.1,23.9,88.6,2.3
1.2,1006,23.9,89.8,2.1
12.4,1005.9,24.8,89.5,2.3
.2,1005.5,25.3,87.2,2.6
0,1004.6,25.2,85.6,2.9
0,1004.1,25.4,83,3.4
0,1004.3,25.4,80.3,3.6
0,1003.8,25.2,81.7,3.5
0,1005.4,25.3,82.3,2.5
0,1006.2,25.4,75,2.4
0,1005.1,24.6,77.5,1.9
0,1004.2,24.5,81.2,2.3
0,1003.8,25.2,81.1,2.8
0,1003.7,25.4,81.5,3.4
0,1005,25.7,79.5,3.5
1.4,1006.2,26,83.1,3
5.4,1007.1,25.4,89.3,3.2
4.6,1007.4,25.6,86.3,3
.4,1006.7,25.7,81,2.7
0,1006.2,25.6,80.3,2.4
.4,1005.9,25.3,82,2.5
.4,1005.2,25.6,82.8,3
0,1005.7,26.3,83.4,3.5
.2,1006.5,25.7,82.5,3.2
0,1007.9,25.7,78.1,3.1
.8,1006.8,25.3,76.7,2.3
2.6,1005.8,24.3,78.3,2.3
.6,1005.6,24.3,81.7,2.1
1.2,1005.4,25.2,82.8,2.2
6,1006,24.5,91.7,1.7
3.6,1005.6,24.8,90.2,2
1.6,1002.8,25.8,81.8,2.6
4,1002.9,26.1,83.5,2.6
0,1003.3,26,77.1,1.8
.4,1002,26.3,81.8,2
20.6,1001,25.3,90.5,2
.4,1000.9,25.4,88.5,3.7
4,1002.7,25.8,91.8,2.6
10.8,1004.3,25.6,95.5,2.6
12.8,1005.1,26.3,83.8,2.4
0,1004.4,26.2,83.7,2.1
1.8,1005,26.4,86.3,2.8
.2,1005.2,26.7,85.8,2.5
.2,1004.6,27.3,84,2.5
0,1003.7,27.4,82.9,2.8
0,1004.2,27.1,80.1,2.8
0,1004.3,27.3,76.7,2.6
0,1003.5,26.8,78.7,2.7
0,1002.6,27.1,81.8,3.2
